# icr-intercell cell line name dictionary v0.2		
#		
# jamesc@icr.ac.uk, 13th May 2014"		
#		
# This file is used as a dictionary to standardise cell line names in different data sets		
# Cell line names found in the first column (cell_line_name) should be converted to those		
# given in the second column (intercell_name).		
#		
# cell line name sources used:		
#		COSMIC CLP (http://cancer.sanger.ac.uk/cancergenome/projects/cosmic/download -> CosmicCLP_CompleteExport_v68.tsv.gz)
#		CCLE (http://www.broadinstitute.org/ccle/data/browseData -> registration required -> CCLE_sample_info_file_2012-10-18.txt)
#		Intercell (http://www.ncbi.nlm.nih.gov/pubmed/21984977)
#		
# The cell line names used in the Intercell analysis attempt to follow the CCLE naming convention. The CCLE nameing convention comprises		
# the cell line name (containing only numbers and upper case letters) followed by an underscore, followed by the tissue in upper case."		
# Where a cell line was not present in the CCLE data, a best effort was made to use the tissue type as given by the CCLE."		
#		
# Changes:		
# v0.2 - changed 'PANCREAS' to 'PANCREAS' for the Biankin lines (TKCC*)		
# 8th Jan 2015 - added ovarian lines such as TOV21G (in house names)		
#		
#cell_line_name	intercell_name	source
HCC1954_BREAST	HCC1954_BREAST	intercell
HCC202	HCC202_BREAST	cosmic_clp
HCC202_BREAST	HCC202_BREAST	CCLE
HCC202_BREAST	HCC202_BREAST	intercell
HCC2108_LUNG	HCC2108_LUNG	CCLE
HCC2157	HCC2157_BREAST	cosmic_clp
HCC2157	HCC2157_BREAST	gdsc_en_input
HCC2157_BREAST	HCC2157_BREAST	CCLE
HCC2218	HCC2218_BREAST	cosmic_clp
HCC2218	HCC2218_BREAST	gdsc_en_input
HCC2218_BREAST	HCC2218_BREAST	CCLE
HCC2279_LUNG	HCC2279_LUNG	CCLE
HCC2814_LUNG	HCC2814_LUNG	CCLE
HCC2935_LUNG	HCC2935_LUNG	CCLE
HCC2998	HCC2998_LARGE_INTESTINE	cosmic_clp
HCC2998	HCC2998_LARGE_INTESTINE	gdsc_en_input
HCC33_LUNG	HCC33_LUNG	CCLE
HCC364_LUNG	HCC364_LUNG	CCLE
HCC366_LUNG	HCC366_LUNG	CCLE
HCC38	HCC38_BREAST	cosmic_clp
HCC38	HCC38_BREAST	gdsc_en_input
HCC38_BREAST	HCC38_BREAST	CCLE
HCC38_BREAST	HCC38_BREAST	intercell
HCC4006_LUNG	HCC4006_LUNG	CCLE
HCC44_LUNG	HCC44_LUNG	CCLE
HCC56_LARGE_INTESTINE	HCC56_LARGE_INTESTINE	CCLE
HCC70	HCC70_BREAST	cosmic_clp
HCC70	HCC70_BREAST	gdsc_en_input
HCC70_BREAST	HCC70_BREAST	CCLE
HCC70_BREAST	HCC70_BREAST	intercell
HCC78_LUNG	HCC78_LUNG	CCLE
HCC827_LUNG	HCC827_LUNG	CCLE
HCC827GR5_LUNG	HCC827GR5_LUNG	CCLE
HCC95_LUNG	HCC95_LUNG	CCLE
HCE-4	HCE4_OESOPHAGUS	cosmic_clp
HCE-4	HCE4_OESOPHAGUS	gdsc_en_input
HCE-T	HCET_UNKNOWN	gdsc_en_input
HCH1_OVARY	HCH1_OVARY	intercell
HCT-116	HCT116_LARGE_INTESTINE	cosmic_clp
HCT-116	HCT116_LARGE_INTESTINE	gdsc_en_input
HCT-15	HCT15_LARGE_INTESTINE	cosmic_clp
HCT-15	HCT15_LARGE_INTESTINE	gdsc_en_input
HCT116_LARGE_INTESTINE	HCT116_LARGE_INTESTINE	CCLE
HCT15_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	CCLE
HCT8_LARGE_INTESTINE	HCT8_LARGE_INTESTINE	CCLE
HD-MY-Z	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
HD-MY-Z	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
HDLM-2	HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
HDLM-2	HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HDQ-P1	HDQP1_BREAST	cosmic_clp
HDQP1_BREAST	HDQP1_BREAST	CCLE
HEC-1	HEC1_ENDOMETRIUM	cosmic_clp
HEC-1	HEC1_ENDOMETRIUM	gdsc_en_input
HEC108_ENDOMETRIUM	HEC108_ENDOMETRIUM	CCLE
HEC151_ENDOMETRIUM	HEC151_ENDOMETRIUM	CCLE
HEC1A_ENDOMETRIUM	HEC1A_ENDOMETRIUM	CCLE
HEC1A_ENDOMETRIUM	HEC1A_ENDOMETRIUM	intercell
HEC1B_ENDOMETRIUM	HEC1B_ENDOMETRIUM	CCLE
HEC251_ENDOMETRIUM	HEC251_ENDOMETRIUM	CCLE
HEC265_ENDOMETRIUM	HEC265_ENDOMETRIUM	CCLE
HEC50B_ENDOMETRIUM	HEC50B_ENDOMETRIUM	CCLE
HEC59_ENDOMETRIUM	HEC59_ENDOMETRIUM	CCLE
HEC6_ENDOMETRIUM	HEC6_ENDOMETRIUM	CCLE
HEKTE_KIDNEY	HEKTE_KIDNEY	CCLE
HEL	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
HEL	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HeLa	HELA_CERVICAL	cosmic_clp
HELA_CERVICAL	HELA_CERVICAL	intercell
Hep 3B2_1-7	HEP3B217_LIVER	cosmic_clp
HEP3B217_LIVER	HEP3B217_LIVER	CCLE
HEPG2_LIVER	HEPG2_LIVER	CCLE
Hey	HEY_OVARY	cosmic_clp
HEYA8_OVARY	HEYA8_OVARY	CCLE
HGC-27	HGC27_STOMACH	cosmic_clp
HGC-27	HGC27_STOMACH	gdsc_en_input
HGC27_STOMACH	HGC27_STOMACH	CCLE
HH	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
HH	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HK2_KIDNEY	HK2_KIDNEY	CCLE
HL-60	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
HL-60	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HLC1_LUNG	HLC1_LUNG	CCLE
HLE	HLE_LIVER	cosmic_clp
HLE	HLE_LIVER	gdsc_en_input
HLE_LIVER	HLE_LIVER	CCLE
HLF_LIVER	HLF_LIVER	CCLE
HLFA_LUNG	HLFA_LUNG	CCLE
HMC18_BREAST	HMC18_BREAST	CCLE
HMCB_SKIN	HMCB_SKIN	CCLE
HMEL_BREAST	HMEL_BREAST	CCLE
HMT3552_BREAST	HMT3552_BREAST	intercell
HMV-II	HMVII_SKIN	cosmic_clp
HMV-II	HMVII_SKIN	gdsc_en_input
HN	HN_UPPER_AERODIGESTIVE_TRACT	cosmic_clp
HN	HN_UPPER_AERODIGESTIVE_TRACT	gdsc_en_input
HN_UPPER_AERODIGESTIVE_TRACT	HN_UPPER_AERODIGESTIVE_TRACT	CCLE
HO-1-N-1	HO1N1_SALIVARY_GLAND	cosmic_clp
HO-1-N-1	HO1N1_SALIVARY_GLAND	gdsc_en_input
HO-1-u-1	HO1U1_UPPER_AERODIGESTIVE_TRACT	cosmic_clp
HOP-62	HOP62_LUNG	cosmic_clp
HOP-62	HOP62_LUNG	gdsc_en_input
HOP-92	HOP92_LUNG	cosmic_clp
HOP-92	HOP92_LUNG	gdsc_en_input
HOP62_LUNG	HOP62_LUNG	intercell
HOS	HOS_BONE	cosmic_clp
HOS	HOS_BONE	gdsc_en_input
HOS_BONE	HOS_BONE	CCLE
HOS_BONE	HOS_BONE	intercell
HOSMNNG_BONE	HOSMNNG_BONE	intercell
HPAC	HPAC_PANCREAS	cosmic_clp
HPAC_PANCREAS	HPAC_PANCREAS	CCLE
HPAC_PANCREAS	HPAC_PANCREAS	intercell
HPAF-II	HPAFII_PANCREAS	cosmic_clp
HPAF-II	HPAFII_PANCREAS	gdsc_en_input
HPAFII_PANCREAS	HPAFII_PANCREAS	CCLE
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HRT18_LARGE_INTESTINE	HRT18_LARGE_INTESTINE	CCLE
Hs-445	HS445_NS	cosmic_clp
Hs-578-T	HS578T_BREAST	cosmic_clp
Hs-578-T	HS578T_BREAST	gdsc_en_input
HS172T_URINARY_TRACT	HS172T_URINARY_TRACT	CCLE
HS229T_LUNG	HS229T_LUNG	CCLE
HS255T_LARGE_INTESTINE	HS255T_LARGE_INTESTINE	CCLE
HS274T_BREAST	HS274T_BREAST	CCLE
HS281T_BREAST	HS281T_BREAST	CCLE
HS294T_SKIN	HS294T_SKIN	CCLE
HS343T_BREAST	HS343T_BREAST	CCLE
HS571T_OVARY	HS571T_OVARY	CCLE
HS578T_BREAST	HS578T_BREAST	CCLE
HS578T_BREAST	HS578T_BREAST	intercell
HS600T_SKIN	HS600T_SKIN	CCLE
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HS606T_BREAST	HS606T_BREAST	CCLE
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HS618T_LUNG	HS618T_LUNG	CCLE
Hs633T	HS633T_NS	cosmic_clp
HS675T_LARGE_INTESTINE	HS675T_LARGE_INTESTINE	CCLE
Hs683	HS683_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
HS683_CENTRAL_NERVOUS_SYSTEM	HS683_CENTRAL_NERVOUS_SYSTEM	CCLE
HS688AT_SKIN	HS688AT_SKIN	CCLE
HS695T_SKIN	HS695T_SKIN	CCLE
HS698T_LARGE_INTESTINE	HS698T_LARGE_INTESTINE	CCLE
HS706T_BONE	HS706T_BONE	CCLE
HS729_SOFT_TISSUE	HS729_SOFT_TISSUE	CCLE
HS737T_BONE	HS737T_BONE	CCLE
HS739T_BREAST	HS739T_BREAST	CCLE
HS742T_BREAST	HS742T_BREAST	CCLE
Hs746T	HS742T_BREAST	cosmic_clp
HS746T_STOMACH	HS746T_STOMACH	CCLE
HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
Hs766T	HS766T_PANCREAS	cosmic_clp
HS766T_PANCREAS	HS766T_PANCREAS	CCLE
HS819T_BONE	HS819T_BONE	CCLE
HS821T_BONE	HS821T_BONE	CCLE
HS822T_BONE	HS822T_BONE	CCLE
HS834T_SKIN	HS834T_SKIN	CCLE
HS839T_SKIN	HS839T_SKIN	CCLE
HS840T_UPPER_AERODIGESTIVE_TRACT	HS840T_UPPER_AERODIGESTIVE_TRACT	CCLE
HS852T_SKIN	HS852T_SKIN	CCLE
HS863T_BONE	HS863T_BONE	CCLE
HS870T_BONE	HS870T_BONE	CCLE
HS888T_BONE	HS888T_BONE	CCLE
HS895T_SKIN	HS895T_SKIN	CCLE
HS934T_SKIN	HS934T_SKIN	CCLE
HS936T_SKIN	HS936T_SKIN	CCLE
Hs939-T	HS936T_SKIN	cosmic_clp
HS939T_SKIN	HS939T_SKIN	CCLE
Hs940-T	HS940T_SKIN	cosmic_clp
HS940T_SKIN	HS940T_SKIN	CCLE
HS944T_SKIN	HS944T_SKIN	CCLE
HSC-2	HSC2_UPPER_AERODIGESTIVE_TRACT	cosmic_clp
HSC-2	HSC2_UPPER_AERODIGESTIVE_TRACT	gdsc_en_input
HSC-3	HSC3_UPPER_AERODIGESTIVE_TRACT	cosmic_clp
HSC-3	HSC3_UPPER_AERODIGESTIVE_TRACT	gdsc_en_input
HSC-39	HSC39_NS	cosmic_clp
HSC-4	HSC4_UPPER_AERODIGESTIVE_TRACT	cosmic_clp
HSC-4	HSC4_UPPER_AERODIGESTIVE_TRACT	gdsc_en_input
HSC2_UPPER_AERODIGESTIVE_TRACT	HSC2_UPPER_AERODIGESTIVE_TRACT	CCLE
HSC3_UPPER_AERODIGESTIVE_TRACT	HSC3_UPPER_AERODIGESTIVE_TRACT	CCLE
HSC4_UPPER_AERODIGESTIVE_TRACT	HSC4_UPPER_AERODIGESTIVE_TRACT	CCLE
HT	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
HT	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HT-1080	HT1080_SOFT_TISSUE	cosmic_clp
HT-1080	HT1080_SOFT_TISSUE	gdsc_en_input
HT-115	HT115_LARGE_INTESTINE	cosmic_clp
HT-1197	HT1197_URINARY_TRACT	cosmic_clp
HT-1197	HT1197_URINARY_TRACT	gdsc_en_input
HT-1376	HT1376_URINARY_TRACT	cosmic_clp
HT-1376	HT1376_URINARY_TRACT	gdsc_en_input
HT-144	HT144_SKIN	cosmic_clp
HT-144	HT144_SKIN	gdsc_en_input
HT-29	HT29_LARGE_INTESTINE	cosmic_clp
HT-29	HT29_LARGE_INTESTINE	gdsc_en_input
HT-3	HT3_CERVICAL	cosmic_clp
HT-3	HT3_CERVICAL	gdsc_en_input
HT1080_SOFT_TISSUE	HT1080_SOFT_TISSUE	CCLE
HT115_LARGE_INTESTINE	HT115_LARGE_INTESTINE	CCLE
HT1197_URINARY_TRACT	HT1197_URINARY_TRACT	CCLE
HT1376_URINARY_TRACT	HT1376_URINARY_TRACT	CCLE
HT144_SKIN	HT144_SKIN	CCLE
HT29_LARGE_INTESTINE	HT29_LARGE_INTESTINE	CCLE
HT55	HT55_LARGE_INTESTINE	cosmic_clp
HT55	HT55_LARGE_INTESTINE	gdsc_en_input
HT55_LARGE_INTESTINE	HT55_LARGE_INTESTINE	CCLE
HTC-C3	HTCC3_THYROID	cosmic_clp
HTC-C3	HTCC3_THYROID	gdsc_en_input
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HuCCT1	HUCCT1_BILIARY_TRACT	cosmic_clp
HuCCT1	HUCCT1_BILIARY_TRACT	gdsc_en_input
HUCCT1_BILIARY_TRACT	HUCCT1_BILIARY_TRACT	CCLE
HUG1N_STOMACH	HUG1N_STOMACH	CCLE
huH-1	HUH1_LIVER	cosmic_clp
HuH-7	HUH7_LIVER	cosmic_clp
HuH-7	HUH7_LIVER	gdsc_en_input
HUH1_LIVER	HUH1_LIVER	CCLE
HUH28_BILIARY_TRACT	HUH28_BILIARY_TRACT	CCLE
HUH6_LIVER	HUH6_LIVER	CCLE
HUH7_LIVER	HUH7_LIVER	CCLE
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HuO-3N1	HUO3N1_BONE	cosmic_clp
HuO-3N1	HUO3N1_BONE	gdsc_en_input
HUO3N1_BONE	HUO3N1_BONE	intercell
HuO9	HUO9_BONE	cosmic_clp
HuO9	HUO9_BONE	gdsc_en_input
HUO9_BONE	HUO9_BONE	intercell
HuP-T3	HUPT3_PANCREAS	cosmic_clp
HuP-T3	HUPT3_PANCREAS	gdsc_en_input
HuP-T4	HUPT4_PANCREAS	cosmic_clp
HuP-T4	HUPT4_PANCREAS	gdsc_en_input
HUPT3_PANCREAS	HUPT3_PANCREAS	CCLE
HUPT4_PANCREAS	HUPT4_PANCREAS	CCLE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
HUTU-80	HUTU80_SMALL_INTESTINE	cosmic_clp
HUTU-80	HUTU80_SMALL_INTESTINE	gdsc_en_input
HUTU80_SMALL_INTESTINE	HUTU80_SMALL_INTESTINE	CCLE
IA-LM	IALM_LUNG	cosmic_clp
IA-LM	IALM_LUNG	gdsc_en_input
IALM_LUNG	IALM_LUNG	CCLE
IGR-1	IGR1_SKIN	cosmic_clp
IGR-1	IGR1_SKIN	gdsc_en_input
IGR-37	IGR37_SKIN	cosmic_clp
IGR1_SKIN	IGR1_SKIN	CCLE
IGR37_SKIN	IGR37_SKIN	CCLE
IGR39_SKIN	IGR39_SKIN	CCLE
IGROV-1	IGROV1_OVARY	cosmic_clp
IGROV-1	IGROV1_OVARY	gdsc_en_input
IGROV1_OVARY	IGROV1_OVARY	CCLE
IHH-4	IHH4_NS	cosmic_clp
IM-9	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
IM-9	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
IM-95	IM95_STOMACH	cosmic_clp
IM95_STOMACH	IM95_STOMACH	CCLE
IMR-5	IMR5_AUTONOMIC_GANGLIA	cosmic_clp
IMR-5	IMR5_AUTONOMIC_GANGLIA	gdsc_en_input
IMR32_AUTONOMIC_GANGLIA	IMR32_AUTONOMIC_GANGLIA	CCLE
IOMMLEE_CENTRAL_NERVOUS_SYSTEM	IOMMLEE_CENTRAL_NERVOUS_SYSTEM	CCLE
IPC-298	IPC298_SKIN	cosmic_clp
IPC-298	IPC298_SKIN	gdsc_en_input
IPC298_SKIN	IPC298_SKIN	CCLE
Ishikawa(Heraklio)02ER-	ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	cosmic_clp
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	CCLE
IST-MEL1	ISTMEL1_SKIN	cosmic_clp
IST-MEL1	ISTMEL1_SKIN	gdsc_en_input
IST-MES1	ISTMES1_PLEURA	cosmic_clp
IST-MES1	ISTMES1_PLEURA	gdsc_en_input
IST-SL1	ISTSL1_LUNG	cosmic_clp
IST-SL1	ISTSL1_LUNG	gdsc_en_input
IST-SL2	ISTSL2_LUNG	cosmic_clp
IST-SL2	ISTSL2_LUNG	gdsc_en_input
ISTMES1_PLEURA	ISTMES1_PLEURA	CCLE
ISTMES2_PLEURA	ISTMES2_PLEURA	CCLE
J-RT3-T3-5	JRT3T35_UNKNOWN	gdsc_en_input
J82	J82_URINARY_TRACT	cosmic_clp
J82	J82_URINARY_TRACT	gdsc_en_input
J82_URINARY_TRACT	J82_URINARY_TRACT	CCLE
JAR	JAR_PLACENTA	cosmic_clp
JAR	JAR_PLACENTA	gdsc_en_input
JEG-3	JEG3_PLACENTA	cosmic_clp
JEG-3	JEG3_PLACENTA	gdsc_en_input
JEKO-1	JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
JHADESO1_OESOPHAGUS	JHADESO1_OESOPHAGUS	intercell
JHESOAD1_OESOPHAGUS	JHESOAD1_OESOPHAGUS	CCLE
JHH-1	JHH1_LIVER	cosmic_clp
JHH-2	JHH2_LIVER	cosmic_clp
JHH-4	JHH4_LIVER	cosmic_clp
JHH-6	JHH6_LIVER	cosmic_clp
JHH-7	JHH7_LIVER	cosmic_clp
JHH1_LIVER	JHH1_LIVER	CCLE
JHH2_LIVER	JHH2_LIVER	CCLE
JHH4_LIVER	JHH4_LIVER	CCLE
JHH5_LIVER	JHH5_LIVER	CCLE
JHH6_LIVER	JHH6_LIVER	CCLE
JHH7_LIVER	JHH7_LIVER	CCLE
JHOC5_OVARY	JHOC5_OVARY	CCLE
JHOM1_OVARY	JHOM1_OVARY	CCLE
JHOM2B_OVARY	JHOM2B_OVARY	CCLE
JHOS-2	JHOS2_OVARY	cosmic_clp
JHOS-3	JHOS3_OVARY	cosmic_clp
JHOS-4	JHOS4_OVARY	cosmic_clp
JHOS2_OVARY	JHOS2_OVARY	CCLE
JHOS4_OVARY	JHOS4_OVARY	CCLE
JHU-011	JHU011_NS	cosmic_clp
JHU-022	JHU022_NS	cosmic_clp
JHU-028	JHU028_UNKOWN	cosmic_clp
JHU-029	JHU029_NS	cosmic_clp
JHUEM1_ENDOMETRIUM	JHUEM1_ENDOMETRIUM	CCLE
JHUEM2_ENDOMETRIUM	JHUEM2_ENDOMETRIUM	CCLE
JHUEM3_ENDOMETRIUM	JHUEM3_ENDOMETRIUM	CCLE
JHUEM7_ENDOMETRIUM	JHUEM7_ENDOMETRIUM	CCLE
JIMT-1	JIMT1_BREAST	cosmic_clp
JIMT1_BREAST	JIMT1_BREAST	CCLE
JIMT1_BREAST	JIMT1_BREAST	intercell
JiyoyeP-2003	JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
JiyoyeP-2003	JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
JJN-3	JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
JL1_PLEURA	JL1_PLEURA	CCLE
JM1	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
JMSU1_URINARY_TRACT	JMSU1_URINARY_TRACT	CCLE
JMSU1_URINARY_TRACT	JMSU1_URINARY_TRACT	intercell
JSC-1	JSC1_NS	cosmic_clp
Jurkat	JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
JURL-MK1	JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
JVM-2	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
JVM-2	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
JVM-3	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
JVM-3	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
K-562	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
K029AX_SKIN	K029AX_SKIN	CCLE
K052	K052_UNKNOWN	gdsc_en_input
K2	K2_NS	cosmic_clp
K5	K5_THYROID	cosmic_clp
K5	K5_THYROID	gdsc_en_input
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
KALS-1	KALS1_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
KALS-1	KALS1_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
KALS1_CENTRAL_NERVOUS_SYSTEM	KALS1_CENTRAL_NERVOUS_SYSTEM	CCLE
KARPAS-1106P	KARPAS1106P_NS	cosmic_clp
KARPAS-231	KARPAS231_NS	cosmic_clp
KARPAS-299	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
KARPAS-299	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
KARPAS-422	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
KARPAS-422	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
KARPAS-45	KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
KARPAS-45	KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
KARPAS-620	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
KASUMI-1	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
KASUMI-1	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
KATOIII	KATOIII_STOMACH	cosmic_clp
KATOIII_STOMACH	KATOIII_STOMACH	CCLE
KATOIII_STOMACH	KATOIII_STOMACH	intercell
KCIMOH1_PANCREAS	KCIMOH1_PANCREAS	CCLE
KCL-22	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
KE-37	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
KE-37	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
KE39_STOMACH	KE39_STOMACH	CCLE
